0,Content ID,Type_x,Datetime,Sentiment,Score,Unnamed: 0,User ID,Type_y,Category,URL
9028,71246f1e-0b64-4922-a6ae-c86c446837be,worried,14-11-2020,negative,12,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9029,71246f1e-0b64-4922-a6ae-c86c446837be,worried,13-04-2021,negative,12,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9035,71246f1e-0b64-4922-a6ae-c86c446837be,worried,01-11-2020,negative,12,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9040,71246f1e-0b64-4922-a6ae-c86c446837be,like,22-11-2020,positive,50,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9023,71246f1e-0b64-4922-a6ae-c86c446837be,heart,07-11-2020,positive,60,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9032,71246f1e-0b64-4922-a6ae-c86c446837be,heart,21-08-2020,positive,60,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9025,71246f1e-0b64-4922-a6ae-c86c446837be,want,06-08-2020,positive,70,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9024,71246f1e-0b64-4922-a6ae-c86c446837be,adore,06-06-2021,positive,72,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9037,71246f1e-0b64-4922-a6ae-c86c446837be,adore,30-01-2021,positive,72,346,2ab641a8-6ad4-4d1a-8511-d87ff5346773,video,healthy eating,https://socialbuzz.cdn.com/content/storage/71246f1e-0b64-4922-a6ae-c86c446837be
9053,41bc0418-db4b-48b4-ada6-18eda999cd25,disgust,22-10-2020,negative,0,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9056,41bc0418-db4b-48b4-ada6-18eda999cd25,disgust,15-05-2021,negative,0,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9065,41bc0418-db4b-48b4-ada6-18eda999cd25,disgust,05-09-2020,negative,0,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9052,41bc0418-db4b-48b4-ada6-18eda999cd25,dislike,23-04-2021,negative,10,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9059,41bc0418-db4b-48b4-ada6-18eda999cd25,dislike,09-01-2021,negative,10,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9050,41bc0418-db4b-48b4-ada6-18eda999cd25,scared,06-01-2021,negative,15,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9054,41bc0418-db4b-48b4-ada6-18eda999cd25,interested,25-08-2020,positive,30,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9055,41bc0418-db4b-48b4-ada6-18eda999cd25,interested,23-08-2020,positive,30,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9057,41bc0418-db4b-48b4-ada6-18eda999cd25,interested,17-07-2020,positive,30,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9051,41bc0418-db4b-48b4-ada6-18eda999cd25,peeking,12-10-2020,neutral,35,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9044,41bc0418-db4b-48b4-ada6-18eda999cd25,cherish,07-04-2021,positive,70,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9060,41bc0418-db4b-48b4-ada6-18eda999cd25,love,12-03-2021,positive,65,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9041,41bc0418-db4b-48b4-ada6-18eda999cd25,intrigued,06-03-2021,positive,45,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9045,41bc0418-db4b-48b4-ada6-18eda999cd25,intrigued,17-08-2020,positive,45,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9049,41bc0418-db4b-48b4-ada6-18eda999cd25,intrigued,11-11-2020,positive,45,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9043,41bc0418-db4b-48b4-ada6-18eda999cd25,like,21-06-2020,positive,50,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9046,41bc0418-db4b-48b4-ada6-18eda999cd25,like,24-07-2020,positive,50,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9048,41bc0418-db4b-48b4-ada6-18eda999cd25,like,10-09-2020,positive,50,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9062,41bc0418-db4b-48b4-ada6-18eda999cd25,like,30-09-2020,positive,50,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9058,41bc0418-db4b-48b4-ada6-18eda999cd25,heart,23-02-2021,positive,60,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9064,41bc0418-db4b-48b4-ada6-18eda999cd25,heart,22-12-2020,positive,60,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9047,41bc0418-db4b-48b4-ada6-18eda999cd25,want,01-08-2020,positive,70,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9061,41bc0418-db4b-48b4-ada6-18eda999cd25,want,10-08-2020,positive,70,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9063,41bc0418-db4b-48b4-ada6-18eda999cd25,want,22-09-2020,positive,70,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9042,41bc0418-db4b-48b4-ada6-18eda999cd25,adore,06-10-2020,positive,72,347,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,travel,https://socialbuzz.cdn.com/content/storage/41bc0418-db4b-48b4-ada6-18eda999cd25
9091,31d142d9-4557-4613-bce5-cfe63cd0a3cf,disgust,20-09-2020,negative,0,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9066,31d142d9-4557-4613-bce5-cfe63cd0a3cf,dislike,30-06-2020,negative,10,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9076,31d142d9-4557-4613-bce5-cfe63cd0a3cf,dislike,25-08-2020,negative,10,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9080,31d142d9-4557-4613-bce5-cfe63cd0a3cf,dislike,13-01-2021,negative,10,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9084,31d142d9-4557-4613-bce5-cfe63cd0a3cf,dislike,17-07-2020,negative,10,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9088,31d142d9-4557-4613-bce5-cfe63cd0a3cf,scared,21-04-2021,negative,15,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9096,31d142d9-4557-4613-bce5-cfe63cd0a3cf,scared,29-11-2020,negative,15,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9097,31d142d9-4557-4613-bce5-cfe63cd0a3cf,interested,28-11-2020,positive,30,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9077,31d142d9-4557-4613-bce5-cfe63cd0a3cf,peeking,29-12-2020,neutral,35,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9090,31d142d9-4557-4613-bce5-cfe63cd0a3cf,peeking,14-01-2021,neutral,35,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9092,31d142d9-4557-4613-bce5-cfe63cd0a3cf,peeking,31-07-2020,neutral,35,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9078,31d142d9-4557-4613-bce5-cfe63cd0a3cf,cherish,27-04-2021,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9101,31d142d9-4557-4613-bce5-cfe63cd0a3cf,cherish,01-12-2020,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9106,31d142d9-4557-4613-bce5-cfe63cd0a3cf,cherish,08-12-2020,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9104,31d142d9-4557-4613-bce5-cfe63cd0a3cf,hate,10-08-2020,negative,5,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9086,31d142d9-4557-4613-bce5-cfe63cd0a3cf,love,17-08-2020,positive,65,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9067,31d142d9-4557-4613-bce5-cfe63cd0a3cf,indifferent,01-08-2020,neutral,20,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9075,31d142d9-4557-4613-bce5-cfe63cd0a3cf,indifferent,16-12-2020,neutral,20,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9111,31d142d9-4557-4613-bce5-cfe63cd0a3cf,indifferent,07-10-2020,neutral,20,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9072,31d142d9-4557-4613-bce5-cfe63cd0a3cf,super love,16-09-2020,positive,75,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9079,31d142d9-4557-4613-bce5-cfe63cd0a3cf,super love,02-12-2020,positive,75,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9102,31d142d9-4557-4613-bce5-cfe63cd0a3cf,super love,24-09-2020,positive,75,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9109,31d142d9-4557-4613-bce5-cfe63cd0a3cf,super love,09-12-2020,positive,75,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9068,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,18-01-2021,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9074,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,26-04-2021,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9082,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,04-08-2020,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9095,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,28-01-2021,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9103,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,31-03-2021,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9105,31d142d9-4557-4613-bce5-cfe63cd0a3cf,intrigued,31-05-2021,positive,45,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9107,31d142d9-4557-4613-bce5-cfe63cd0a3cf,worried,28-04-2021,negative,12,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9069,31d142d9-4557-4613-bce5-cfe63cd0a3cf,like,12-08-2020,positive,50,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9089,31d142d9-4557-4613-bce5-cfe63cd0a3cf,like,17-06-2021,positive,50,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9108,31d142d9-4557-4613-bce5-cfe63cd0a3cf,like,26-09-2020,positive,50,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9110,31d142d9-4557-4613-bce5-cfe63cd0a3cf,like,21-07-2020,positive,50,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9071,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,02-08-2020,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9081,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,15-06-2021,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9083,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,16-10-2020,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9094,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,02-09-2020,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9098,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,02-09-2020,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9100,31d142d9-4557-4613-bce5-cfe63cd0a3cf,heart,04-03-2021,positive,60,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9070,31d142d9-4557-4613-bce5-cfe63cd0a3cf,want,07-07-2020,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9085,31d142d9-4557-4613-bce5-cfe63cd0a3cf,want,24-03-2021,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9087,31d142d9-4557-4613-bce5-cfe63cd0a3cf,want,22-05-2021,positive,70,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9073,31d142d9-4557-4613-bce5-cfe63cd0a3cf,adore,04-10-2020,positive,72,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9093,31d142d9-4557-4613-bce5-cfe63cd0a3cf,adore,10-07-2020,positive,72,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9099,31d142d9-4557-4613-bce5-cfe63cd0a3cf,adore,02-09-2020,positive,72,348,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,photo,soccer,https://socialbuzz.cdn.com/content/storage/31d142d9-4557-4613-bce5-cfe63cd0a3cf
9139,447954af-c2c0-4546-881c-3ba1cb104209,disgust,01-12-2020,negative,0,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9150,447954af-c2c0-4546-881c-3ba1cb104209,dislike,25-05-2021,negative,10,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9167,447954af-c2c0-4546-881c-3ba1cb104209,dislike,08-04-2021,negative,10,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9146,447954af-c2c0-4546-881c-3ba1cb104209,scared,28-10-2020,negative,15,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9136,447954af-c2c0-4546-881c-3ba1cb104209,interested,27-04-2021,positive,30,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9153,447954af-c2c0-4546-881c-3ba1cb104209,interested,26-12-2020,positive,30,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9157,447954af-c2c0-4546-881c-3ba1cb104209,interested,06-11-2020,positive,30,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9162,447954af-c2c0-4546-881c-3ba1cb104209,interested,16-10-2020,positive,30,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9152,447954af-c2c0-4546-881c-3ba1cb104209,peeking,07-10-2020,neutral,35,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9154,447954af-c2c0-4546-881c-3ba1cb104209,peeking,12-03-2021,neutral,35,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9158,447954af-c2c0-4546-881c-3ba1cb104209,hate,12-02-2021,negative,5,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9164,447954af-c2c0-4546-881c-3ba1cb104209,hate,07-04-2021,negative,5,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9148,447954af-c2c0-4546-881c-3ba1cb104209,love,01-08-2020,positive,65,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9135,447954af-c2c0-4546-881c-3ba1cb104209,indifferent,17-10-2020,neutral,20,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9159,447954af-c2c0-4546-881c-3ba1cb104209,indifferent,07-04-2021,neutral,20,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9160,447954af-c2c0-4546-881c-3ba1cb104209,indifferent,15-07-2020,neutral,20,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9165,447954af-c2c0-4546-881c-3ba1cb104209,indifferent,04-07-2020,neutral,20,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9141,447954af-c2c0-4546-881c-3ba1cb104209,super love,03-02-2021,positive,75,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9145,447954af-c2c0-4546-881c-3ba1cb104209,super love,01-02-2021,positive,75,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9147,447954af-c2c0-4546-881c-3ba1cb104209,super love,30-12-2020,positive,75,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9166,447954af-c2c0-4546-881c-3ba1cb104209,intrigued,24-07-2020,positive,45,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9140,447954af-c2c0-4546-881c-3ba1cb104209,worried,24-12-2020,negative,12,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9142,447954af-c2c0-4546-881c-3ba1cb104209,worried,09-11-2020,negative,12,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9144,447954af-c2c0-4546-881c-3ba1cb104209,worried,30-06-2020,negative,12,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9161,447954af-c2c0-4546-881c-3ba1cb104209,worried,27-09-2020,negative,12,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9163,447954af-c2c0-4546-881c-3ba1cb104209,worried,04-02-2021,negative,12,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9137,447954af-c2c0-4546-881c-3ba1cb104209,like,18-05-2021,positive,50,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9149,447954af-c2c0-4546-881c-3ba1cb104209,like,18-11-2020,positive,50,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
9151,447954af-c2c0-4546-881c-3ba1cb104209,like,11-10-2020,positive,50,351,0d47a133-383b-4a9c-976c-697ac65ccb19,audio,tennis,https://socialbuzz.cdn.com/content/storage/447954af-c2c0-4546-881c-3ba1cb104209
